"Customer.ID","Recency","Frequency","Monetary","R_Score","F_Score","M_Score","RFM_Score","Segment","CLV","CLV_Level"
12412,38.1243055555556,3,1370.05,2,3,4,234,"At Risk",4110.15,"Medium"
12413,38.2743055555556,1,241.35,2,1,1,211,"Others",241.35,"Low"
12414,99.2597222222222,3,390,1,3,2,132,"At Risk",1170,"Medium"
12415,11.2041666666667,7,19543.84,4,5,5,455,"Champions",136806.88,"Very High"
12416,292.404166666667,1,202.56,0,1,1,11,"Others",202.56,"Low"
12417,46.2319444444444,11,3148.31,2,5,5,255,"At Risk",34631.41,"Very High"
12418,49.3972222222222,3,1352.62,2,3,4,234,"At Risk",4057.86,"Medium"
12419,21.4145833333333,2,503.01,3,2,3,323,"Others",1006.02,"Medium"
12421,51.23125,2,291.56,2,2,2,222,"Others",583.12,"Low"
12422,30.2791666666667,14,4428.24,3,5,5,355,"Loyal Customers",61995.36,"Very High"
12423,23.3527777777778,2,763.08,3,2,3,323,"Others",1526.16,"Medium"
12424,58.3972222222222,2,1579.07,2,2,4,224,"Others",3158.14,"Medium"
12425,84.24375,1,964.21,1,1,3,113,"Others",964.21,"Medium"
12426,298.472222222222,1,762.48,0,1,3,13,"Others",762.48,"Low"
12427,7.38680555555556,1,303.5,4,1,2,412,"Potential Loyalists",303.5,"Low"
12429,1.33055555555556,5,3735.51,4,4,5,445,"Champions",18677.55,"High"
12431,9.41527777777778,13,4370.52,4,5,5,455,"Champions",56816.76,"Very High"
12433,2.13333333333333,5,7205.39,4,4,5,445,"Champions",36026.95,"Very High"
12434,17.2659722222222,1,297.29,3,1,2,312,"Others",297.29,"Low"
12435,32.4125,4,6096.04,3,4,5,345,"Loyal Customers",24384.16,"High"
12437,31.21875,21,7731.99,3,5,5,355,"Loyal Customers",162371.79,"Very High"
12439,318.326388888889,2,1142.88,0,2,4,24,"Others",2285.76,"Medium"
12440,98.2847222222222,2,859.2,1,2,3,123,"Others",1718.4,"Medium"
12441,2.38611111111111,1,173.55,4,1,1,411,"Potential Loyalists",173.55,"Low"
12443,368.179861111111,1,485.31,0,1,2,12,"Others",485.31,"Low"
12445,56.3145833333333,1,301.58,2,1,2,212,"Others",301.58,"Low"
12449,46.3194444444444,2,768.6,2,2,3,223,"Others",1537.2,"Medium"
12450,35.1486111111111,3,490.32,3,3,2,332,"Loyal Customers",1470.96,"Medium"
12451,99.1826388888889,3,3634.36,1,3,5,135,"At Risk",10903.08,"High"
12454,31.4111111111111,4,13151.44,3,4,5,345,"Loyal Customers",52605.76,"Very High"
12455,81.2236111111111,4,3413.09,1,4,5,145,"At Risk",13652.36,"High"
12457,71.0847222222222,1,632.68,2,1,3,213,"Others",632.68,"Low"
12458,63.3506944444444,2,830.09,2,2,3,223,"Others",1660.18,"Medium"
12459,241.213888888889,1,454.36,0,1,2,12,"Others",454.36,"Low"
12460,92.2569444444444,1,326.65,1,1,2,112,"Others",326.65,"Low"
12466,318.149305555556,1,56.73,0,1,1,11,"Others",56.73,"Low"
12467,59.1805555555556,1,132.8,2,1,1,211,"Others",132.8,"Low"
12468,162.397916666667,3,2941.2,1,3,5,135,"At Risk",8823.6,"High"
12469,158.30625,2,3070.54,1,2,5,125,"Others",6141.08,"High"
12470,325.375,1,211.95,0,1,1,11,"Others",211.95,"Low"
12471,10.2263888888889,49,20129.54,4,5,5,455,"Champions",986347.46,"Very High"
12472,5.2375,13,11308.48,4,5,5,455,"Champions",147010.24,"Very High"
12474,14.3208333333333,13,5048.66,4,5,5,455,"Champions",65632.58,"Very High"
12475,45.4666666666667,1,426.26,2,1,2,212,"Others",426.26,"Low"
12476,32.4347222222222,12,7267.49,3,5,5,355,"Loyal Customers",87209.88,"Very High"
12477,35.4347222222222,3,7056.63,3,3,5,335,"Loyal Customers",21169.89,"High"
12480,35.2034722222222,3,2183.22,3,3,5,335,"Loyal Customers",6549.66,"High"
12481,1.40833333333333,6,6765.07,4,4,5,445,"Champions",40590.42,"Very High"
12482,212.131944444444,29,23691.4,0,5,5,55,"At Risk",687050.6,"Very High"
12483,14.3097222222222,11,2612.2,4,5,5,455,"Champions",28734.2,"High"
12484,119.261111111111,6,1826.78,1,4,4,144,"At Risk",10960.68,"High"
12485,165.19375,1,708.1,1,1,3,113,"Others",708.1,"Low"
12486,67.3243055555556,1,1037.28,2,1,4,214,"Others",1037.28,"Medium"
12487,366.350694444444,1,285.3,0,1,2,12,"Others",285.3,"Low"
12490,14.2395833333333,11,4405.71,4,5,5,455,"Champions",48462.81,"Very High"
12492,39.2104166666667,1,452,2,1,2,212,"Others",452,"Low"
12494,1.35416666666667,3,626.77,4,3,3,433,"Loyal Customers",1880.31,"Medium"
12495,276.380555555556,1,357.4,0,1,2,12,"Others",357.4,"Low"
12496,256.246527777778,2,45.34,0,2,1,21,"Others",90.68,"Low"
12497,36.3125,2,5205.4,2,2,5,225,"Others",10410.8,"High"
12499,196.200694444444,1,393.72,0,1,2,12,"Others",393.72,"Low"
12500,71.0527777777778,8,1697.39,2,5,4,254,"At Risk",13579.12,"High"
12503,220.251388888889,1,1126,0,1,4,14,"Others",1126,"Medium"
12504,53.2027777777778,2,297,2,2,2,222,"Others",594,"Low"
12505,44.4465277777778,1,955.2,2,1,3,213,"Others",955.2,"Low"
12507,220.443055555556,1,539.25,0,1,3,13,"Others",539.25,"Low"
12510,95.2319444444445,7,4195.45,1,5,5,155,"At Risk",29368.15,"High"
12511,64.3902777777778,1,3084.02,2,1,5,215,"Others",3084.02,"Medium"
12514,277.321527777778,1,580.08,0,1,3,13,"Others",580.08,"Low"
12516,66.4291666666667,2,1336.56,2,2,4,224,"Others",2673.12,"Medium"
12519,112.486111111111,1,385.7,1,1,2,112,"Others",385.7,"Low"
12523,10.3125,12,2562.58,4,5,5,455,"Champions",30750.96,"Very High"
12524,24.4534722222222,9,6640.39,3,5,5,355,"Loyal Customers",59763.51,"Very High"
12525,134.161805555556,3,973.73,1,3,3,133,"At Risk",2921.19,"Medium"
12527,130.318055555556,2,386.8,1,2,2,122,"Others",773.6,"Low"
12529,164.285416666667,1,316.48,1,1,2,112,"Others",316.48,"Low"
12530,51.1986111111111,5,2096.98,2,4,4,244,"At Risk",10484.9,"High"
12531,322.238888888889,1,1807.98,0,1,4,14,"Others",1807.98,"Medium"
12533,263.378472222222,2,1367.89,0,2,4,24,"Others",2735.78,"Medium"
12537,44.4756944444444,1,732.94,2,1,3,213,"Others",732.94,"Low"
12538,14.2909722222222,1,276.5,4,1,2,412,"Potential Loyalists",276.5,"Low"
12539,86.4243055555555,3,5646.4,1,3,5,135,"At Risk",16939.2,"High"
12540,14.3875,16,8854.25,4,5,5,455,"Champions",141668,"Very High"
12542,120.034027777778,2,481.88,1,2,2,122,"Others",963.76,"Medium"
12543,84.1736111111111,1,980.25,1,1,3,113,"Others",980.25,"Medium"
12547,136.254166666667,1,175.78,1,1,1,111,"Others",175.78,"Low"
12549,211.330555555556,6,1575.68,0,4,4,44,"At Risk",9454.08,"High"
12553,21.3215277777778,2,916.47,3,2,3,323,"Others",1832.94,"Medium"
12554,84.3138888888889,1,468.5,1,1,2,112,"Others",468.5,"Low"
12555,318.149305555556,1,129.23,0,1,1,11,"Others",129.23,"Low"
12557,7.32013888888889,4,6725.18,4,4,5,445,"Champions",26900.72,"High"
12562,21.4347222222222,2,1185.18,3,2,4,324,"Others",2370.36,"Medium"
12563,44.4229166666667,1,249.24,2,1,1,211,"Others",249.24,"Low"
12567,3.39236111111111,7,4308.58,4,5,5,455,"Champions",30160.06,"High"
12568,280.448611111111,1,70,0,1,1,11,"Others",70,"Low"
12570,318.10625,1,77.52,0,1,1,11,"Others",77.52,"Low"
12573,17.2916666666667,4,556.87,3,4,3,343,"Loyal Customers",2227.48,"Medium"
12575,93.2861111111111,2,622.82,1,2,3,123,"Others",1245.64,"Medium"
12576,28.3034722222222,3,826.89,3,3,3,333,"Loyal Customers",2480.67,"Medium"
12577,17.2465277777778,5,990.5,3,4,4,344,"Loyal Customers",4952.5,"Medium"
12578,21.1111111111111,2,1847.94,3,2,4,324,"Others",3695.88,"Medium"
12580,212.344444444444,1,637.2,0,1,3,13,"Others",637.2,"Low"
12582,58.38125,2,1469.04,2,2,4,224,"Others",2938.08,"Medium"
12583,9.46944444444444,13,7166.06,4,5,5,455,"Champions",93158.78,"Very High"
12586,10.3847222222222,3,1865.73,4,3,4,434,"Loyal Customers",5597.19,"High"
12588,35.2972222222222,3,743.88,3,3,3,333,"Loyal Customers",2231.64,"Medium"
12589,57.3381944444444,6,4048.98,2,4,5,245,"At Risk",24293.88,"High"
12591,26.2284722222222,2,886.1,3,2,3,323,"Others",1772.2,"Medium"
12592,155.232638888889,3,2145.06,1,3,5,135,"At Risk",6435.18,"High"
12594,14.3222222222222,5,1751.89,4,4,4,444,"Champions",8759.45,"High"
12595,140.452083333333,1,299.02,1,1,2,112,"Others",299.02,"Low"
12598,99.2354166666667,3,1511.01,1,3,4,134,"At Risk",4533.03,"Medium"
12599,17.175,6,1264.14,3,4,4,344,"Loyal Customers",7584.84,"High"
12600,7.29444444444444,12,2444.88,4,5,5,455,"Champions",29338.56,"High"
12601,40.3777777777778,1,104.2,2,1,1,211,"Others",104.2,"Low"
12605,12.2381944444444,4,1232.95,4,4,4,444,"Champions",4931.8,"Medium"
12606,318.151388888889,1,21,0,1,1,11,"Others",21,"Low"
12608,40.3833333333333,1,415.79,2,1,2,212,"Others",415.79,"Low"
12609,10.2173611111111,6,2309.01,4,4,5,445,"Champions",13854.06,"High"
12613,24.1138888888889,5,3472.99,3,4,5,345,"Loyal Customers",17364.95,"High"
12615,49.4277777777778,4,3449.79,2,4,5,245,"At Risk",13799.16,"High"
12616,24.3493055555556,1,417.8,3,1,2,312,"Others",417.8,"Low"
12619,196.297916666667,1,140.14,0,1,1,11,"Others",140.14,"Low"
12621,1.40625,16,11086.14,4,5,5,455,"Champions",177378.24,"Very High"
12623,52.4347222222222,6,3442.74,2,4,5,245,"At Risk",20656.44,"High"
12625,145.170138888889,2,2481.06,1,2,5,125,"Others",4962.12,"Medium"
12629,21.4465277777778,2,1558.22,3,2,4,324,"Others",3116.44,"Medium"
12631,92.2159722222222,5,2841.07,1,4,5,145,"At Risk",14205.35,"High"
12632,156.431944444444,2,804.88,1,2,3,123,"Others",1609.76,"Medium"
12633,18.2861111111111,3,3514.18,3,3,5,335,"Loyal Customers",10542.54,"High"
12634,171.413888888889,2,490,1,2,2,122,"Others",980,"Medium"
12635,28.1770833333333,2,1241.23,3,2,4,324,"Others",2482.46,"Medium"
12636,374.420833333333,1,141,0,1,1,11,"Others",141,"Low"
12637,14.2576388888889,4,2280.91,4,4,5,445,"Champions",9123.64,"High"
12638,275.396527777778,1,249.8,0,1,1,11,"Others",249.8,"Low"
12639,70.3222222222222,2,826.27,2,2,3,223,"Others",1652.54,"Medium"
12643,21.3048611111111,6,4960.18,3,4,5,345,"Loyal Customers",29761.08,"High"
12644,66.4013888888889,3,1440.58,2,3,4,234,"At Risk",4321.74,"Medium"
12645,45.0534722222222,4,1764.12,2,4,4,244,"At Risk",7056.48,"High"
12647,3.31458333333333,27,14201.53,4,5,5,455,"Champions",383441.31,"Very High"
12648,73.3930555555555,3,793.95,1,3,3,133,"At Risk",2381.85,"Medium"
12649,18.2944444444444,5,1671.14,3,4,4,344,"Loyal Customers",8355.7,"High"
12651,14.3354166666667,3,263.75,4,3,2,432,"Loyal Customers",791.25,"Low"
12652,70.1979166666667,1,97.05,2,1,1,211,"Others",97.05,"Low"
12653,162.420138888889,1,1950.98,1,1,4,114,"Others",1950.98,"Medium"
12655,59.4472222222222,1,261.35,2,1,2,212,"Others",261.35,"Low"
12656,61.3875,3,2356.66,2,3,5,235,"At Risk",7069.98,"High"
12661,72.1354166666667,1,162,1,1,1,111,"Others",162,"Low"
12662,9.28958333333333,10,3138.24,4,5,5,455,"Champions",31382.4,"Very High"
12663,260.43125,2,239.4,0,2,1,21,"Others",478.8,"Low"
12664,150.272916666667,2,1188.16,1,2,4,124,"Others",2376.32,"Medium"
12665,53.3520833333333,2,250.6,2,2,1,221,"Others",501.2,"Low"
12666,30.1395833333333,1,1248.42,3,1,4,314,"Others",1248.42,"Medium"
12668,14.3423611111111,6,7575.88,4,4,5,445,"Champions",45455.28,"Very High"
12670,21.4138888888889,2,764.24,3,2,3,323,"Others",1528.48,"Medium"
12671,242.146527777778,1,2622.481,0,1,5,15,"Others",2622.481,"Medium"
12672,231.419444444444,1,211.15,0,1,1,11,"Others",211.15,"Low"
12673,37.3854166666667,1,619.5,2,1,3,213,"Others",619.5,"Low"
12675,189.425,2,957.25,0,2,3,23,"Others",1914.5,"Medium"
12676,44.4340277777778,5,1511.7,2,4,4,244,"At Risk",7558.5,"High"
12677,191.229861111111,2,395.1,0,2,2,22,"Others",790.2,"Low"
12678,11.4208333333333,9,16652.72,4,5,5,455,"Champions",149874.48,"Very High"
12681,3.41180555555556,24,17080.74,4,5,5,455,"Champions",409937.76,"Very High"
12682,1.21666666666667,23,11745.69,4,5,5,455,"Champions",270150.87,"Very High"
12683,1.32222222222222,8,4220.21,4,5,5,455,"Champions",33761.68,"Very High"
12686,7.42361111111111,1,89.14,4,1,1,411,"Potential Loyalists",89.14,"Low"
12687,116.325694444444,2,2138.91,1,2,4,124,"Others",4277.82,"Medium"
12691,56.3340277777778,1,134.6,2,1,1,211,"Others",134.6,"Low"
12692,273.249305555556,1,110.95,0,1,1,11,"Others",110.95,"Low"
12693,32.2111111111111,3,847.11,3,3,3,333,"Loyal Customers",2541.33,"Medium"
12694,57.0152777777778,1,973.68,2,1,3,213,"Others",973.68,"Medium"
12695,164.159027777778,3,825.02,1,3,3,133,"At Risk",2475.06,"Medium"
12696,70.3875,2,851.91,2,2,3,223,"Others",1703.82,"Medium"
12698,226.173611111111,1,339.75,0,1,2,12,"Others",339.75,"Low"
12699,53.3291666666667,1,638.11,2,1,3,213,"Others",638.11,"Low"
12701,165.261805555556,4,1648.7,1,4,4,144,"At Risk",6594.8,"High"
12703,269.277083333333,3,722.98,0,3,3,33,"At Risk",2168.94,"Medium"
12705,19.2513888888889,5,4893.81,3,4,5,345,"Loyal Customers",24469.05,"High"
12708,4.3875,9,2601.19,4,5,5,455,"Champions",23410.71,"High"
12709,2.425,20,21107.94,4,5,5,455,"Champions",422158.8,"Very High"
12711,247.334722222222,2,1339.05,0,2,4,24,"Others",2678.1,"Medium"
12712,1.34861111111111,10,2797.53,4,5,5,455,"Champions",27975.3,"High"
12714,24.0770833333333,7,9384.85,3,5,5,355,"Loyal Customers",65693.95,"Very High"
12717,226.227083333333,1,277.93,0,1,2,12,"Others",277.93,"Low"
12720,5.19444444444444,6,2478.94,4,4,5,445,"Champions",14873.64,"High"
12721,21.2,2,1356.95,3,2,4,324,"Others",2713.9,"Medium"
12724,19.2743055555556,3,1286.11,3,3,4,334,"Loyal Customers",3858.33,"Medium"
12725,7.17777777777778,4,2266.76,4,4,5,445,"Champions",9067.04,"High"
12726,23.1263888888889,4,1405.5,3,4,4,344,"Loyal Customers",5622,"High"
12727,78.3861111111111,3,1698.83,1,3,4,134,"At Risk",5096.49,"Medium"
12728,19.3520833333333,1,233.84,3,1,1,311,"Others",233.84,"Low"
12730,157.320833333333,1,829.25,1,1,3,113,"Others",829.25,"Low"
12731,78.2006944444445,5,6879.8,1,4,5,145,"At Risk",34399,"Very High"
12733,25.2534722222222,3,2040.92,3,3,4,334,"Loyal Customers",6122.76,"High"
12734,10.3722222222222,2,529.25,4,2,3,423,"Potential Loyalists",1058.5,"Medium"
12737,134.313888888889,2,3710.5,1,2,5,125,"Others",7421,"High"
12738,8.06527777777778,1,155.35,4,1,1,411,"Potential Loyalists",155.35,"Low"
12739,21.4298611111111,2,1713.69,3,2,4,324,"Others",3427.38,"Medium"
12741,165.225694444444,2,406.07,1,2,2,122,"Others",812.14,"Low"
12742,261.304166666667,1,1201.52,0,1,4,14,"Others",1201.52,"Medium"
12744,95.4006944444444,4,4037.77,1,4,5,145,"At Risk",16151.08,"High"
12745,122.407638888889,3,925.41,1,3,3,133,"At Risk",2776.23,"Medium"
12746,176.388888888889,1,254.55,0,1,2,12,"Others",254.55,"Low"
12747,5.18263888888889,16,5061.03,4,5,5,455,"Champions",80976.48,"Very High"
12748,1.27708333333333,144,22457.9,4,5,5,455,"Champions",3233937.6,"Very High"
12749,35.2534722222222,4,2806.48,3,4,5,345,"Loyal Customers",11225.92,"High"
12751,80.3,1,268.27,1,1,2,112,"Others",268.27,"Low"
12755,1.38680555555556,10,5218.71,4,5,5,455,"Champions",52187.1,"Very High"
12758,95.2909722222222,5,7111.65,1,4,5,145,"At Risk",35558.25,"Very High"
12759,22.0326388888889,5,3489.3,3,4,5,345,"Loyal Customers",17446.5,"High"
12760,91.4659722222222,1,347.8,1,1,2,112,"Others",347.8,"Low"
12761,93.3222222222222,2,782.95,1,2,3,123,"Others",1565.9,"Medium"
12763,5.17708333333333,1,320.08,4,1,2,412,"Potential Loyalists",320.08,"Low"
12765,108.256944444444,6,1404.58,1,4,4,144,"At Risk",8427.48,"High"
12766,2.25555555555556,3,3078.65,4,3,5,435,"Loyal Customers",9235.95,"High"
12767,11.4326388888889,1,949.82,4,1,3,413,"Potential Loyalists",949.82,"Low"
12768,86.3284722222222,1,168.69,1,1,1,111,"Others",168.69,"Low"
12770,92.3458333333333,1,1895,1,1,4,114,"Others",1895,"Medium"
12771,121.340277777778,1,282.3,1,1,2,112,"Others",282.3,"Low"
12773,200.104861111111,1,124.25,0,1,1,11,"Others",124.25,"Low"
12774,171.390972222222,1,98.7,1,1,1,111,"Others",98.7,"Low"
12775,24.1993055555556,2,300.08,3,2,2,322,"Others",600.16,"Low"
12776,303.326388888889,1,55.5,0,1,1,11,"Others",55.5,"Low"
12777,93.3513888888889,1,519.45,1,1,3,113,"Others",519.45,"Low"
12778,32.3819444444444,3,953.45,3,3,3,333,"Loyal Customers",2860.35,"Medium"
12779,7.26458333333333,7,2740.91,4,5,5,455,"Champions",19186.37,"High"
12780,234.43125,1,337.4,0,1,2,12,"Others",337.4,"Low"
12782,10.35,6,2287.32,4,4,5,445,"Champions",13723.92,"High"
12784,165.288194444444,1,1230.33,1,1,4,114,"Others",1230.33,"Medium"
12785,171.322916666667,2,788.45,1,2,3,123,"Others",1576.9,"Medium"
12786,245.325694444444,1,728.5,0,1,3,13,"Others",728.5,"Low"
12787,49.2111111111111,1,398.52,2,1,2,212,"Others",398.52,"Low"
12788,99.2361111111111,4,444.9,1,4,2,142,"At Risk",1779.6,"Medium"
12789,148.304166666667,2,181.5,1,2,1,121,"Others",363,"Low"
12790,46.2895833333333,1,266.93,2,1,2,212,"Others",266.93,"Low"
12791,9.35694444444444,6,863.51,4,4,3,443,"Loyal Customers",5181.06,"Medium"
12792,170.383333333333,1,426.47,1,1,2,112,"Others",426.47,"Low"
12793,7.19930555555556,2,471.85,4,2,2,422,"Potential Loyalists",943.7,"Low"
12796,264.175,1,381,0,1,2,12,"Others",381,"Low"
12797,1.37916666666667,2,552.08,4,2,3,423,"Potential Loyalists",1104.16,"Medium"
12798,57.3152777777778,1,1533.89,2,1,4,214,"Others",1533.89,"Medium"
12799,165.169444444444,1,219.35,1,1,1,111,"Others",219.35,"Low"
12800,106.243055555556,3,584.25,1,3,3,133,"At Risk",1752.75,"Medium"
12801,136.432638888889,1,1071.82,1,1,4,114,"Others",1071.82,"Medium"
12802,78.4013888888889,6,1988.84,1,4,4,144,"At Risk",11933.04,"High"
12803,29.2111111111111,1,1092.81,3,1,4,314,"Others",1092.81,"Medium"
12804,101.335416666667,2,325.37,1,2,2,122,"Others",650.74,"Low"
12805,17.3152777777778,4,1434.95,3,4,4,344,"Loyal Customers",5739.8,"High"
12806,71.26875,4,2878.96,1,4,5,145,"At Risk",11515.84,"High"
12807,19.2361111111111,1,330.35,3,1,2,312,"Others",330.35,"Low"
12808,4.39861111111111,3,422.45,4,3,2,432,"Loyal Customers",1267.35,"Medium"
12809,201.370138888889,2,1266.63,0,2,4,24,"Others",2533.26,"Medium"
12810,170.380555555556,2,534.99,1,2,3,123,"Others",1069.98,"Medium"
12811,14.425,2,519.05,4,2,3,423,"Potential Loyalists",1038.1,"Medium"
12813,137.424305555556,3,1687.8,1,3,4,134,"At Risk",5063.4,"Medium"
12817,35.48125,2,524.94,3,2,3,323,"Others",1049.88,"Medium"
12819,94.1951388888889,1,540.52,1,1,3,113,"Others",540.52,"Low"
12820,33.2326388888889,7,1747.18,3,5,4,354,"Loyal Customers",12230.26,"High"
12821,247.199305555556,1,128.08,0,1,1,11,"Others",128.08,"Low"
12823,30.31875,13,4742,3,5,5,355,"Loyal Customers",61646,"Very High"
12825,157.253472222222,2,518.63,1,2,3,123,"Others",1037.26,"Medium"
12826,1.19444444444444,6,1481.03,4,4,4,444,"Champions",8886.18,"High"
12829,186.20625,1,92.3,0,1,1,11,"Others",92.3,"Low"
12831,99.1673611111111,2,236.06,1,2,1,121,"Others",472.12,"Low"
12835,63.3763888888889,41,5996.83,2,5,5,255,"At Risk",245870.03,"Very High"
12836,25.1520833333333,11,3949.37,3,5,5,355,"Loyal Customers",43443.07,"Very High"
12837,205.202083333333,1,528.56,0,1,3,13,"Others",528.56,"Low"
12838,9.33611111111111,9,2694.75,4,5,5,455,"Champions",24252.75,"High"
12839,3.17569444444444,13,4480.31,4,5,5,455,"Champions",58244.03,"Very High"
12840,73.0854166666667,3,1315.2,1,3,4,134,"At Risk",3945.6,"Medium"
12841,5.32361111111111,17,3472.61,4,5,5,455,"Champions",59034.37,"Very High"
12842,40.3861111111111,2,799,2,2,3,223,"Others",1598,"Medium"
12843,18.2708333333333,22,4881.1,3,5,5,355,"Loyal Customers",107384.2,"Very High"
12844,78.1513888888889,2,322.64,1,2,2,122,"Others",645.28,"Low"
12846,318.147222222222,1,15.58,0,1,1,11,"Others",15.58,"Low"
12847,23.3034722222222,1,765.36,3,1,3,313,"Others",765.36,"Low"
12848,311.302777777778,1,208,0,1,1,11,"Others",208,"Low"
12849,17.3472222222222,4,2032.18,3,4,4,344,"Loyal Customers",8128.72,"High"
12850,81.3159722222222,1,330,1,1,2,112,"Others",330,"Low"
12851,113.2,1,148.95,1,1,1,111,"Others",148.95,"Low"
12853,63.2152777777778,5,1950.4,2,4,4,244,"At Risk",9752,"High"
12854,197.129861111111,4,1654.72,0,4,4,44,"At Risk",6618.88,"High"
12855,8.43333333333333,4,612.84,4,4,3,443,"Loyal Customers",2451.36,"Medium"
12857,72.1333333333333,4,2581.6,1,4,5,145,"At Risk",10326.4,"High"
12858,19.2958333333333,1,147.27,3,1,1,311,"Others",147.27,"Low"
12859,94.3201388888889,1,575.1,1,1,3,113,"Others",575.1,"Low"
12860,329.19375,1,54.22,0,1,1,11,"Others",54.22,"Low"
12861,255.348611111111,1,68.25,0,1,1,11,"Others",68.25,"Low"
12862,61.3430555555556,2,984.62,2,2,3,223,"Others",1969.24,"Medium"
12863,15.0930555555556,5,2271.35,4,4,5,445,"Champions",11356.75,"High"
12864,144.110416666667,1,152.45,1,1,1,111,"Others",152.45,"Low"
12865,14.1833333333333,2,1755.24,4,2,4,424,"Potential Loyalists",3510.48,"Medium"
12866,110.175694444444,2,668.23,1,2,3,123,"Others",1336.46,"Medium"
12867,33.1875,6,3819.92,3,4,5,345,"Loyal Customers",22919.52,"High"
12868,9.29930555555556,3,640,4,3,3,433,"Loyal Customers",1920,"Medium"
12869,317.327083333333,1,337.67,0,1,2,12,"Others",337.67,"Low"
12870,11.2631944444444,3,1676.95,4,3,4,434,"Loyal Customers",5030.85,"Medium"
12871,75.39375,1,363.38,1,1,2,112,"Others",363.38,"Low"
12872,1.22013888888889,11,3062.52,4,5,5,455,"Champions",33687.72,"Very High"
12873,33.3652777777778,2,1653.3,3,2,4,324,"Others",3306.6,"Medium"
